token	normalised
tuũ	tuum
dñe	domine
	
et	et
õs	omnes
reges	reges
terre	terre
gl̃am	gloriam
tuã	tuam
.	.
quia	quia

edificavit	edificavit
dñs	dominus
dñs	dominus
syon	syon
	
et	et
videbit᷑	videbitur
in	in
gl̃a	gloria
sua	sua
.	.
respexit	respexit
in	in
or̃õem	orationem
hũilium	humilium
	
et	et
non	non
sprevit	sprevit
precẽ	precem
eorũ	eorum
scribantur	scribantur
hec	hec
in	in
generatione	generatione

altera	altera
	
et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
	quia
prospexit	prospexit
de	de
excelso	excelso
s̃cto	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
ĩ	in
t͛rã	terram
aspexit	aspexit
.	.
ut	ut
audiret	audiret

gemitus	gemitus
compeditorũ	compeditorum
ut	ut
solveret	solveret
filios	filios
int͛emptorũ	interemptorum
ut	ut
anũtient	anuntient
in	in
syon	syon
nomen	nomen
domini	domini
	
et	et
laudem	laudem
ejus	ejus
in	in
ihrl̃m	ierusalem
.	.
in	in
cõveniendo	conveniendo
ppl̃os	populos
in	in
unũ	unum
:	:

et	et
reges	reges
ut	ut
serviant	serviant
dño	domino
.	.
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
paucitatẽ	paucitatem
dierũ	dierum
meorum	meorum
nũtia	nuntia
michi	michi
.	.
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierũ	dierum
meorũ	meorum

	
in	in
generationem	generationem
et	et
generationẽ	generationem
ãni	anni
tui	tui
.	.
initio	initio
tu	tu
dñe	domine
terrã	terram
fundasti	fundasti
	
et	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum
sunt	sunt
celi	celi
.	.
ipsi	ipsi
peribunt	peribunt
tu	tu
autẽ	autem

ꝑmanes	permanes
	
et	et
om̃s	omnes
sicut	sicut
vestimentũ	vestimentum
veterascẽt	veterascent
et	et
sicut	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
et	et
mutabũtur	mutabuntur
tu	tu
autẽ	autem
idẽ	idem
ipse	ipse
es	es
et	et
anni	anni
tui	tui
non	non
deficient	deficient
.	.

filii	filii
servoꝝ	servorum
tuorũ	tuorum
h̃itabunt	habitabunt
et	et
semen	semen
eorũ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
.	.
ps̃ d̃d	psalmus dauid
domine	domine
exaudi	exaudi
orationem	orationem
meam	meam
et	et
clamor	clamor
meus	meus
ad	ad
te	te
veniat	veniat
.	.
non	non
avertas	avertas

faciem	faciem
tuam	tuam
a	a
me	me
in	in
quacumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
in	in
quacumq	quacumque
die	die
invocavero	invocavero
te	te
velociter	velociter
exaudi	exaudi
me	me
.	.
quia	quia
defecerunt	defecerunt

sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
.	.
percussus	percussus
sum	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor
meum	meum
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meum	meum

.	.
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sum	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio
.	.
vigilavi	vigilavi
et	et

factus	factus
sũ	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
tota	tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
et	et
qui	qui
laudabant	laudabant
me	me
adversũ	adversum
me	me
jurabãt	jurabant
quia	quia
cynerem	cynerem
tanquam	tanquam
panem	panem
manducabam	manducabam

fenũ	fenum
arui	arui
.	.
tu	tu
autem	autem
domine	domine
in	in
eternum	eternum
permanes	permanes
et	et
memoriale	memoriale
tuũ	tuum
in	in
generationem	generationem
et	et
generationẽ	generationem
.	.
tu	tu
exurgens	exurgens
domine	domine
misereberis	misereberis
syon	syon
quia	quia
tempus	tempus
miserendi	miserendi

ejus	ejus
quia	quia
venit	venit
tẽpus	tempus
quoniam	quoniam
placuerunt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
et	et
terreejus	terreejus
miserebuntur	miserebuntur
et	et
timebunt	timebunt
gentes	gentes
nomẽ	nomen
tuum	tuum
domine	domine
et	et
omnes	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam

.	.
quia	quia
edificavit	edificavit
dominus	dominus
syon	syon
et	et
videbitur	videbitur
ĩ	in
gloria	gloria
sua	sua
.	.
respexit	respexit
in	in
orationem	orationem
humilium	humilium
et	et
nõ	non
sprevit	sprevit
precem	precem
eorũ	eorum
.	.
scribantur	scribantur
hec	hec
in	in
generatione	generatione

ut	ut
solveret	solveret
filios	filios
interemptorum	interemptorum
ut	ut
annuntient	annuntient
in	in
syon	syon
nomen	nomen
domini	domini
et	et
laudem	laudem
ejus	ejus
in	in
iherusalem	iherusalem
.	.
in	in
conveniendo	conveniendo
populos	populos
in	in
unum	unum
et	et
reges	reges
ut	ut
serviant	serviant

domino	domino
.	.
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meoꝝ	meorum
nuntia	nuntia
michi	michi
.	.
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorum	meorum
in	in
generationem	generationem
et	et
generationem	generationem

anni	anni
tui	tui
.	.
initio	initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
et	et
opera	opera
manuum	manuum
tuarum	tuarum
sunt	sunt
celi	celi
.	.
ipsi	ipsi
peribunt	peribunt
tu	tu
autem	autem
ꝑmanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimentum	vestimentum
veterascent	veterascent

.	.
et	et
sicut	sicut
opertorium	opertorium
muta	muta
bis	bis
eos	eos
et	et
mutabuntur	mutabuntur
tu	tu
autẽ	autem
idem	idem
ipse	ipse
es	es
et	et
anni	anni
tui	tui
non	non
deficient	deficient
.	.
filii	filii
servorum	servorum
tuorum	tuorum
habitabunt	habitabunt
et	et

semen	semen
eorum	eorum
in	in
seculum	seculum
dirigetur	dirigetur
.	.
ps̃	psalmus
david	david
DÑE	Domine
exaudi	exaudi
oratiõem	orationem
meã	meam
	
⁊	et
clamõ	clamor
m̃s	meus
ad	ad
te	te
ꝑueniat	perueniat
.	.
Ne	Ne
au͛tas	auertas
faciem	faciem
tuam	tuam
a	a

me	me
	
in	in
qͣcũq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuam	tuam
.	.
In	In
quac̃q	quacumque
die	die
inuocaũo	inuocauero
te	te
	
uelocit̃	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecerũt	defecerunt
sicut	sicut

fum᷒	fumus
dies	dies
m̃i	mei
	
⁊	et
ossa	ossa
m̃a	mea
sicut	sicut
cremiũ	cremium
aruerũt	aruerunt
.	.
ꝑcussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
⁊	et
aruit	aruit
cor	cor
meũ	meum
	
	quia
oblitus	oblitus
sũ	sum
comed̃e	comedere
panẽ	panem

meũ	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
m̃i	mei
	
adhesit	adhesit
os	os
meũ	meum
cãni	carni
mee	mee
.	.
Simil̃	Similis
fc̃s	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
	
fc̃s	factus
sũ	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio

iurabãt	iurabant
.	.
Quia	Quia
cinerẽ	cinerem
tãꝙͣ	tamquam
panẽ	panem
mãducabã	manducabam
	
⁊	et
poculũ	poculum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam
.	.
A	A
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
	
	quia
eleuãs	eleuans
allisisti	allisisti

me	me
.	.
Dies	Dies
m̃i	mei
sicut	sicut
umbra	umbra
declinauerũt	declinauerunt
	
⁊	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
aut̃	autem
dñe	domine
in	in
et̃num	eternum
ꝑmanes	permanes
	
⁊	et
memoriale	memoriale
tuũ	tuum
in	in

⁊	et
t̃re	terre
eius	eius
miserebũtu᷑	miserebuntur
.	.
Et	Et
timeb̃t	timebunt
g̃s	gentes
nom̃	nomen
tuũ	tuum
d̃	domine
	
⁊	et
õs	omnes
regeᷤ	reges
t̃re	terre
gl̃am	gloriam
tuã	tuam
.	.
Quia	Quia
hedificabit	hedificabit
dñs	dominus
syon	syon
	
⁊	et

uidebr̃	uidebitur
in	in
gl̃a	gloria
sua	sua
.	.
Respex̃	Respexit
in	in
oratõnẽ	orationem
hũiliũ	humilium
	
⁊	et
ñ	non
spreũ	spreuit
cem	precem
eoꝝ	eorum
.	.
Scribant᷑	Scribantur
h̃	hec
in	in
gñatiõe	generatione
alt̃a	altera
	
⁊	et
ppl̃s	populus
qui	qui

creabr̃	creabitur
laudabit	laudabit
dñm	dominum
.	.
Qͥa	Quia
prospex̃	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
in	in
t̃rã	terram
aspex̃	aspexit
Vt	Vt
audiret	audiret
gemituᷤ	gemitus
conpeditoꝝ	conpeditorum
	
ut	ut
solũet	solueret
filios	filios

int̃emptoꝝ	interemptorum
.	.
Vt	Vt
annũtiẽt	annuntient
in	in
syon	syon
nom̃	nomen
domini	domini
⁊	et
laudẽ	laudem
eius	eius
in	in
ierl̃m	ierusalem
.	.
In	In
ꝯueniẽdo	conueniendo
populos	populos
in	in
unũ	unum
.	.
⁊	et
reges	reges
	
ut	ut
sẽuiãt	seruiant

dño	domino
R̃	Respondit
respondit	respondit
ei	ei
in	in
uia	uia
uĩtutis	uirtutis
sue	sue
	
paucitatẽ	paucitatem
dierũ	dierum
eoꝝ	eorum
nũtia	nuntia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dieꝝ	dierum
m̃oꝝ	meorum
	
ĩ	in
gñatiõe	generatione
⁊	et

gñem	generationem
.	.
ãni	anni
tui	tui
.	.
Initio	Initio
tu	tu
dñe	domine
t̃ram	terram
fũdasti	fundasti
	
⁊	et
oꝑa	opera
manuũ	manuum
tuarũ	tuarum
sũt	sunt
celi	celi
.	.
Ip̃	Ips
peribũt	peribunt
tu	tu
aut̃	autem
ꝑmanes	permanes
	
⁊	et

õs	omnes
ut	ut
uestim̃tũ	uestimentum
uet̃ascẽt	ueterascent
Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
.	.
mutab̃	mutabis
eos	eos
et	et
mutabũt᷑	mutabuntur
	
tu	tu
aut̃	autem
idẽ	idem
ip̃e	ipse
es	es
⁊	et
ãni	anni
tui	tui
ñ	non
deficiẽt	deficient
.	.
Filii	Filii

ẜuorũ	seruorum
tuoꝝ	tuorum
habitabũt	habitabunt
	
et	et
sem̃	semen
eoꝝ	eorum
in	in
scl̃m	seculum
scl̃i	seculi
diriget᷑	dirigetur
.	.
Oratio	Oratio
pauperis	pauperis
cum	cum
anxiatus	anxiatus
fuerit	fuerit
&	et
coram	coram
dño	domino
effuderit	effuderit
precem	precem
suam	suam
CI	CI
DÑE	DomiNE

EXAUDI	EXAUDI
ORATIOnẽ	ORATIOnem
meã	meam
	
&	et
clamor	clamor
m̃s	meus
ad	ad
te	te
ueniat	ueniat
.	.
Non	Non
auertas	auertas
faciẽ	faciem
tuã	tuam
a	a
me	me
	
in	in
quacũq.	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me

aurẽ	aurem
tuã	tuam
.	.
In	In
quacũq.	quacumque
die	die
inuocauero	inuocauero
te	te
	
uelociter	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
mei	mei
	
&	et
ossa	ossa
mea	mea
sicut	sicut
gremiũ	gremium

carni	carni
meę	meę
.	.
Similis	Similis
factus	factus
sũ	sum
pellicano	pellicano
solitudinis	solitudinis
	
factus	factus
sũ	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio
Vigilaui	Vigilaui
&	et
factus	factus
sũ	sum
	
sic̃	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto

.	.
Tota	Tota
die	die
exꝓbrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
	
&	et
qui	qui
laudabant	laudabant
me	me
aduersũ	aduersum
me	me
iurabant	iurabant
.	.
Quia	Quia
cinerẽ	cinerem
tãquã	tamquam
panẽ	panem
manducabã	manducabam
	
&	et
poculũ	poculum
meũ	meum

cũ	cum
fletu	fletu
miscebã	miscebam
.	.
A	A
facie	facie
irę	irę
&	et
indignationis	indignationis
tuę	tuę
	
quia	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃	declinauerunt
	
&	et
ego	ego
sicut	sicut

fęnũ	fęnum
arui	arui
.	.
Tu	Tu
autẽ	autem
dñe	domine
in	in
ęternũ	ęternum
ꝑmanes	permanes
	
&	et
:	:
memoriale	memoriale
tuũ	tuum
in	in
generatione	generatione
&	et
generationẽ	generationem
.	.
Tu	Tu
exsurgens	exsurgens
misereberis	misereberis
sion	sion
quia	quia
temp᷒	tempus

miserendi	miserendi
ei᷒	eius
quia	quia
uenit	uenit
temp᷒	tempus
.	.
:	:
Qm̃	Quoniam
placuer̃	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
ei᷒	eius
	
&	et
terrę	terrę
ei᷒	eius
miserebunt᷑	miserebuntur
.	.
Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
dñi	domini
	

&	et
om̃s	omnes
reges	reges
terrę	terrę
gl̃am	gloriam
tuã	tuam
.	.
Quia	Quia
ędificauit	ędificauit
dñs	dominus
sion	sion
	
&	et
:	:
uidebit᷑	uidebitur
in	in
gl̃a	gloria
sua	sua
.	.
Respexit	Respexit
in	in
orationẽ	orationem
humiliũ	humilium
	
&	et

ñ	non
spreuit	spreuit
precẽ	precem
eorũ	eorum
.	.
Scribant᷑	Scribantur
hęc	hęc
in	in
generatione	generatione
altera	altera
	
&	et
populus	populus
qui	qui
creabit᷑	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia
ꝓspexit	prospexit
de	de
excęlo	excęlo
sc̃o	sancto
suo	suo
	

dñs	dominus
de	de
cęlo	cęlo
in	in
terrã	terram
aspexit	aspexit
Vt	Vt
audiret	audiret
gemitũ	gemitum
compeditorũ	compeditorum
	
&	et
solueret	solueret
filios	filios
interemptorũ	interemptorum
.	.
Vt	Vt
adnuntient	adnuntient
in	in
sion	sion
nomen	nomen
dñi	domini
	
&	et
laudẽ	laudem

ei᷒	eius
in	in
hierusalẽ	hierusalem
.	.
In	In
c̃ueniendo	conueniendo
populos	populos
in	in
unũ	unum
	
&	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
.	.
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
suę	suę
	
paucitatẽ	paucitatem
dierũ	dierum

meorũ	meorum
nuntia	nuntia
michi	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierũ	dierum
meorũ	meorum
	
in	in
generationẽ	generationem
et	et
generationẽ	generationem
anni	anni
tui	tui
.	.
Inicio	Inicio
.	.
tu	tu
dñe	domine
:	:
terrã	terram

fundasti	fundasti
	
&	et
opera	opera
manuũ	manuum
tuarũ	tuarum
sunt	sunt
cęli	cęli
.	.
Ipsi	Ipsi
peribunt	peribunt
tu	tu
autẽ	autem
permanes	permanes
	
&	et
om̃s	omnes
sicut	sicut
uestimentũ	uestimentum
ueterascent	ueterascent
.	.
Et	Et
sic̃	sicut
opertoriũ	opertorium
mutabis	mutabis

eos	eos
&	et
mutabunt᷑	mutabuntur
	
tu	tu
autẽ	autem
idẽ	idem
ipse	ipse
es	es
.	.
&	et
anni	anni
tui	tui
ñ	non
deficient	deficient
.	.
filii	filii
seruorũ	seruorum
tuorũ	tuorum
habitabunt	habitabunt
	
&	et
semen	semen
eorũ	eorum
in	in

sęculũ	sęculum
diriget᷑	dirigetur
.	.
Oratio	Oratio
pauꝑis	pauperis
cũ	cum
anxiat᷒	anxiatus
fuerit	fuerit
et	et
coram	coram
d̃o	deo
effuderit	effuderit
cẽ	precem
suã	suam
CI	CI
DÑE	DomiNE
exaudi	exaudi
orationem	orationem
meam	meam
	
et	et
clamor	clamor
m̃s	meus
ad	ad
te	te

ueniat	ueniat
.	.
Non	Non
auertas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
	
in	in
qͣcũq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuã	tuam
.	.
In	In
quacũq	quacumque
die	die
inuocauero	inuocauero
te	te
	

uelocit̃	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecer̃	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
mei	mei
	
et	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruer̃	aruerunt
.	.
ꝑercussus	perercussus
sum	sum
ut	ut
fenũ	fenum
et	et
aruit	aruit
cor	cor

meũ	meum
	
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
mei	mei
	
adhesit	adhesit
os	os
meum	meum
carni	carni
meę	meę
.	.
Similis	Similis
factus	factus
sũ	sum
pelicano	pelicano
solitudinis	solitudinis

	
factus	factus
sum	sum
sicut	sicut
niticorax	niticorax
in	in
domicilio	domicilio
.	.
Uigilaui	Uigilaui
	
et	et
factus	factus
sũ	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei

	
et	et
qͥ	qui
laudabant	laudabant
me	me
aduersũ	aduersum
me	me
iurabant	iurabant
.	.
Quia	Quia
cinerem	cinerem
tanquã	tanquam
panẽ	panem
manducabã	manducabam
	
et	et
pocl̃m	poculuum
meũ	meum
cũ	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire

indignationis	indignationis
tuę	tuę
.	.
quia	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃	declinauerunt
	
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
.	.
Tu	Tu
autem	autem
dñe	domine
in	in
æt̃nũ	æternum

ꝑmanes	permanes
	
et	et
memoriale	memoriale
tuũ	tuum
in	in
generatione	generatione
et	et
generationẽ	generationem
.	.
Tu	Tu
exurgens	exurgens
dñe	domine
misereberis	misereberis
syon	syon
	
quia	quia
tẽpus	tempus
miserendi	miserendi
eius	eius
quia	quia
uenit	uenit
tempus	tempus
.	.
Qm̃	Quoniam

placuer̃	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	
et	et
t̃re	terre
eius	eius
miserebuntur	miserebuntur
.	.
Et	Et
timebunt	timebunt
gentes	gentes
nom̃	nomen
tuũ	tuum
dñe	domine
	
et	et
om̃s	omnes
reges	reges
t̃re	terre
gl̃iam	gloriam
tuã	tuam
.	.

Quia	Quia
ædificabit	ædificabit
dñs	dominus
syon	syon
	
et	et
uidebitur	uidebitur
in	in
gl̃ia	gloria
sua	sua
.	.
Respexit	Respexit
in	in
orationem	orationem
humiliũ	humilium
	
et	et
non	non
suit	spreuit
cem	precem
eorum	eorum
.	.
Scribantur	Scribantur
hęc	hęc
in	in

generatione	generatione
altera	altera
	
et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
in	in
t̃ram	terram
aspexit	aspexit
.	.
Ut	Ut

audiret	audiret
gemitus	gemitus
cõpeditorũ	conpeditorum
	
ut	ut
solueret	solueret
filios	filios
interemptorũ	interemptorum
.	.
Ut	Ut
annuntient	annuntient
in	in
syon	syon
nom̃	nomen
dñi	domini
	
et	et
laudẽ	laudem
eius	eius
in	in
ie rl~m	ie rusalem
.	.
In	In
conueniendo	conueniendo
populos	populos

in	in
unum	unum
	
et	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
.	.
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
suę	suę
paucitatem	paucitatem
dierum	dierum
meorum	meorum
nuntia	nuntia
michi	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
in	in

dimidio	dimidio
dierũ	dierum
meoꝝ	meorum
	
in	in
generatione	generatione
et	et
generationẽ	generationem
anni	anni
tui	tui
.	.
Inicio	Inicio
tu	tu
dñe	domine
t̃ram	terram
fundasti	fundasti
	
et	et
opera	opera
manuum	manuum
tuarũ	tuarum
s̃t	sunt
cęli	cęli
.	.
Ipsi	Ipsi

anni	anni
tui	tui
ñ	non
deficient	deficient
.	.
Filii	Filii
seruorũ	seruorum
tuorum	tuorum
habitabunt	habitabunt
	
et	et
semen	semen
eoꝝ	eorum
in	in
seculum	seculum
dirigetur	dirigetur
.	.
DÑE	DomiNE
exaudi	exaudi
orationẽ	orationem
meã	meam
.	.
&	et
clamor	clamor
m̃s	meus

ad	ad
te	te
ueniat	ueniat
.	.
ne	ne
abscondas	abscondas
faciẽ	faciem
tuã	tuam
a	a
me	me
.	.
In	In
die	die
tribulationis	tribulationis
meę	meę
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
.	.
in	in
quacũq	quacumque
die	die
inuocauero	inuocauero

te	te
.	.
uelocit̃	uelociter
exaudi	exaudi
me	me
.	.
Qm̃	Quoniam
consũpti	consumpti
sunt	sunt
fum᷒	fumus
dies	dies
mei	mei
.	.
&	et
ossa	ossa
mea	mea
quasi	quasi
frixa	frixa
contabuerunt	contabuerunt
.	.
Percussũ	Percussum
est	est
quasi	quasi
fenũ	fenum
&	et

arefactum	arefactum
ẽ	est
cor	cor
meũ	meum
.	.
quia	quia
oblitus	oblitus
sũ	sum
comedere	comedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemit᷒	gemitus
mei	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
meę	meę
.	.
Assimilatus	Assimilatus
sum	sum
pelicano	pelicano

deserti	deserti
.	.
factus	factus
sum	sum
quasi	quasi
bubo	bubo
solitudinũ	solitudinum
uigilaui	uigilaui
&	et
fui	fui
sic̃	sicut
auis	auis
solitaria	solitaria
suꝑ	super
tectum	tectum
.	.
Tota	Tota
die	die
exꝓbrabant	exprobrabant
me	me
inimici	inimici
mei	mei
.	.
exultantes	exultantes
ꝑ	per

me	me
iurabant	iurabant
.	.
Quia	Quia
cinerẽ	cinerem
sic̃	sicut
panẽ	panem
comedi	comedi
.	.
&	et
potũ	potum
meũ	meum
cũ	cum
fletu	fletu
miscui	miscui
.	.
A	A
facie	facie
indignationis	indignationis
&	et
ire	ire
tuæ	tuæ
.	.
quia	quia
eleuasti	eleuasti

me	me
&	et
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
qͣsi	quasi
umbra	umbra
inclinati	inclinati
sunt	sunt
.	.
&	et
ego	ego
quasi	quasi
fęnũ	fęnum
arui	arui
.	.
Tu	Tu
aut̃	autem
dñe	domine
in	in
ęt̃nũ	ęternum
ꝑmanes	permanes
.	.

memoriale	memoriale
tuũ	tuum
in	in
generatione	generatione
&	et
generationẽ	generationem
.	.
Tu	Tu
suscitans	suscitans
misereberis	misereberis
syon	syon
.	.
quia	quia
tempus	tempus
est	est
ut	ut
miserearis	miserearis
eius	eius
qm̃	quoniam
uenit	uenit
tempus	tempus
.	.
qm̃	quoniam
uenit	uenit
pactum	pactum

.	.
Qm̃	Quoniam
placitos	placitos
fecerunt	fecerunt
serui	serui
tui	tui
lapides	lapides
eius	eius
.	.
&	et
puluerẽ	puluerem
eius	eius
miserabilem	miserabilem
.	.
Et	Et
timebunt	timebunt
gentes	gentes
nom̃	nomen
dñi	domini
.	.
&	et
uniũsi	uniuersi
reges	reges
t̃ræ	terræ
gl̃am	gloriam

tuã	tuam
.	.
Quia	Quia
ędificabit	ędificabit
dñs	dominus
syon	syon
.	.
apparuit	apparuit
in	in
gl̃a	gloria
sua	sua
.	.
Respexit	Respexit
adorationẽ	adorationem
uacui	uacui
.	.
&	et
ñ	non
despexit	despexit
orationẽ	orationem
eoꝝ	eorum
.	.
Scribatur	Scribatur
hoc	hoc
in	in

generationẽ	generationem
nouissimã	nouissimam
.	.
&	et
popl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
Qm̃	Quoniam
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃uario	sanctuario
suo	suo
.	.
dñs	dominus
de	de
cęlo	cęlo
t̃ram	terram
contemplatus	contemplatus
ẽ	est
.	.
Ut	Ut

audir&	audiret
gemitũ	gemituin
uincti	uincti
.	.
ut	ut
soluer&	solueret
filios	filios
mortis	mortis
.	.
Vt	Vt
narretur	narretur
in	in
syon	syon
nom̃	nomen
dñi	domini
.	.
&	et
laudatio	laudatio
eius	eius
in	in
ierl̃m	ierusalem
.	.
Cũ	Cum
congregati	congregati
fuerint	fuerint

popl̃i	populi
simul	simul
.	.
&	et
regna	regna
ut	ut
seruiant	seruiant
dño	domino
.	.
Afflixit	Afflixit
in	in
uia	uia
fortitudinẽ	fortitudinem
